id,region,spp,date,mass,wing,sex
b264-7018g,Atlanta,Carolina,2015-04-21,9.7,60,M
b764-5255i,Atlanta,Carolina,2015-04-30,8.8,52,F
e618-6927o,Atlanta,Carolina,2015-04-30,8.5,58,F
w194-2593e,Atlanta,Carolina,2015-04-30,9.7,64,M
c745-9530g,Atlanta,Carolina,2015-04-30,9.6,63,F
z245-7007j,Atlanta,Carolina,2015-04-30,8.4,58,F
r356-5264b,Atlanta,Carolina,2015-04-30,9.2,60,M
w954-5845p,Atlanta,Carolina,2015-05-06,9.6,61,M
b554-9549t,Atlanta,Carolina,2015-05-06,9.8,59,M
k552-8285z,Atlanta,Carolina,2015-05-06,8.8,59,F
h952-6370e,Atlanta,Carolina,2015-05-07,8.3,59,F
e338-2440l,Atlanta,Carolina,2015-05-07,8.7,61,M
e377-1726d,Atlanta,Carolina,2015-05-15,9,55,F
p920-3993l,Atlanta,Carolina,2015-05-22,9.5,65,M
n592-3454f,Atlanta,Carolina,2015-05-26,7.8,58,F
l895-7332b,Atlanta,Carolina,2015-05-26,8.4,58,F
w264-7136c,Atlanta,Carolina,2015-05-30,9.7,59,F
c494-8768j,Atlanta,Carolina,2015-05-30,8.5,59,M
z420-8514d,Atlanta,Carolina,2015-05-30,9.4,62,M
k601-4377z,Atlanta,Carolina,2015-05-30,9.3,60,F
g255-7149m,Atlanta,Carolina,2015-06-01,9.8,65,M
y649-6554d,Atlanta,Carolina,2015-06-01,10.3,60,M
j828-9298j,Atlanta,Carolina,2015-06-03,8.7,56,F
c963-3525j,Atlanta,Carolina,2015-06-06,9.6,56,F
d380-7713s,Atlanta,Carolina,2015-06-06,9.3,59,F
z874-8804z,Atlanta,Carolina,2015-06-06,10.6,61,M
g796-6334y,Atlanta,Carolina,2015-06-06,9.4,62,F
i692-2904r,Atlanta,Carolina,2015-06-06,9.8,61,F
k372-3299n,Atlanta,Carolina,2015-06-07,8,60,F
i289-4851t,Atlanta,Carolina,2015-06-07,7.6,56,F
c462-6074q,Atlanta,Carolina,2015-06-14,9.1,58,F
y983-1623a,Atlanta,Carolina,2015-06-25,9.1,64,M
e233-9711p,Atlanta,Carolina,2016-03-24,9.5,63,M
k245-9533d,Atlanta,Carolina,2016-03-24,9.1,55,F
s513-3289l,Atlanta,Carolina,2016-04-11,9.8,61,M
e618-1806l,Atlanta,Carolina,2016-04-14,9.7,62,M
t672-4702u,Atlanta,Carolina,2016-04-14,8.9,58,F
u511-4718m,Atlanta,Carolina,2016-04-14,8.5,58,F
j935-1011p,Atlanta,Carolina,2016-04-15,10.2,60,F
e974-5748v,Atlanta,Carolina,2016-04-15,9.2,60,F
j849-6984j,Atlanta,Carolina,2016-04-18,9.8,60,M
h436-4433x,Atlanta,Carolina,2016-04-18,10.3,65,M
j619-9116w,Atlanta,Carolina,2016-04-20,9.4,58,F
v983-2544u,Atlanta,Carolina,2016-04-28,9.2,61,M
j462-4525m,Atlanta,Carolina,2016-04-30,9,58,M
d375-6640h,Atlanta,Carolina,2016-04-30,8.6,59,F
t138-4877d,Atlanta,Carolina,2016-05-02,9.1,57,F
a297-3369q,Atlanta,Carolina,2016-05-03,10,65,M
o196-2320i,Atlanta,Carolina,2016-05-06,9.1,60,F
f497-6033r,Atlanta,Carolina,2016-05-06,8.9,62,M
a558-2057x,Atlanta,Carolina,2016-05-14,9.6,65,M
p991-8688h,Atlanta,Carolina,2016-05-14,9.2,60,F
c931-1311m,Atlanta,Carolina,2016-05-14,8.1,57,F
a347-3744e,Atlanta,Carolina,2016-05-14,9.6,62,F
y740-4665n,Atlanta,Carolina,2016-05-14,8.5,59,F
l261-3149k,Atlanta,Carolina,2016-05-23,9.7,62,F
u747-9365u,Atlanta,Carolina,2016-05-23,8.8,59,F
w373-1593u,Atlanta,Carolina,2016-05-23,8.3,58,F
r145-3245t,Atlanta,Carolina,2016-05-23,10,59,F
r945-2635y,Atlanta,Carolina,2016-05-23,9.1,60,F
k364-8933p,Atlanta,Carolina,2016-05-23,9.1,57,F
l389-7791o,Atlanta,Carolina,2016-05-24,8,60,F
w271-3971m,Atlanta,Carolina,2016-05-24,8.6,62,M
o538-5482w,Atlanta,Carolina,2016-05-24,9.9,64,M
w887-2155d,Atlanta,Carolina,2016-05-26,9.2,63,F
v871-4751i,Atlanta,Carolina,2016-06-01,9.3,59,F
r623-2328l,Atlanta,Carolina,2016-06-01,9.2,59,F
k229-9327w,Atlanta,Carolina,2016-06-01,9.2,62,F
e831-8422c,Atlanta,Carolina,2016-06-13,10.1,62,F
e224-5359r,Atlanta,Carolina,2016-06-15,10.2,66,M
a500-7553k,Atlanta,Carolina,2017-03-25,9.7,61,M
q711-3932c,Atlanta,Carolina,2017-03-25,9,60,F
x871-9255m,Atlanta,Carolina,2017-03-27,9.6,57,F
x517-3473r,Atlanta,Carolina,2017-03-29,9.6,61,F
e227-6667l,Atlanta,Carolina,2017-03-29,9.2,57,F
c194-4332i,Atlanta,Carolina,2017-04-07,9.5,59,M
d557-1541l,Atlanta,Carolina,2017-04-09,9.7,60,F
a917-5378n,Atlanta,Carolina,2017-04-09,9.4,61,M
i956-4393r,Atlanta,Carolina,2017-04-11,9,62,F
r818-7637j,Atlanta,Carolina,2017-04-14,9.6,60,M
r306-5205f,Atlanta,Carolina,2017-04-14,9.3,58,F
f797-8886p,Atlanta,Carolina,2017-04-14,9.1,55,F
y991-3891r,Atlanta,Carolina,2017-04-20,9.1,61,M
b186-4649a,Atlanta,Carolina,2017-04-20,9.2,61,M
z215-8920j,Atlanta,Carolina,2017-04-27,9.3,58,M
c531-5517f,Atlanta,Carolina,2017-05-03,8.8,58,M
t201-8842v,Atlanta,Carolina,2017-05-09,8,59,F
b305-5134b,Atlanta,Carolina,2017-05-11,9.3,60,M
l867-3378o,Atlanta,Carolina,2017-05-13,9.5,58,M
p204-7092l,Atlanta,Carolina,2017-05-15,8.2,55,F
q291-6372z,Atlanta,Carolina,2017-06-01,8.8,57,F
v814-8883e,Atlanta,Carolina,2017-06-01,10.2,62,F
b815-3745j,Atlanta,Carolina,2017-06-03,9.1,61,F
p147-8815a,Atlanta,Carolina,2017-06-08,9.6,62,F
v991-1245m,Atlanta,Carolina,2017-06-08,9,62,F
n469-2455q,Atlanta,Carolina,2017-06-11,9.2,57,F
d302-4010s,Colorado,Black-capped,2017-05-12,11.1,69,F
c278-6432t,Colorado,Black-capped,2017-05-24,12.5,68,F
w810-1069h,Colorado,Black-capped,2017-05-26,12,64,F
r533-7856q,Colorado,Black-capped,2017-06-14,11,68,M
z382-2282q,Colorado,Black-capped,2017-06-26,11,66,F
u150-2883v,Colorado,Black-capped,2017-07-06,10.7,65,F
w326-5167p,Gainesville,Carolina,2012-06-20,9.2,58,M
v884-5903x,Gainesville,Carolina,2012-06-28,9.8,58,M
f836-4505o,Gainesville,Carolina,2012-07-14,10.5,58,M
a614-7012k,Gainesville,Carolina,2012-07-26,10.1,59,M
t248-3478a,Gainesville,Carolina,2013-04-27,9.7,60,M
h960-1129i,Gainesville,Carolina,2013-05-07,9.5,56,M
j700-7042x,Gainesville,Carolina,2013-05-07,9.6,57.5,M
i626-9569m,Gainesville,Carolina,2013-05-11,9.2,55,F
o781-2441o,Gainesville,Carolina,2013-05-11,9.7,61.5,M
q949-9053e,Gainesville,Carolina,2013-05-14,9.5,57,F
w693-4473i,Gainesville,Carolina,2013-05-14,9.6,62,M
u979-5497e,Gainesville,Carolina,2013-05-16,8.3,53,F
j688-5642l,Gainesville,Carolina,2013-05-16,10.4,57,M
h650-4041a,Gainesville,Carolina,2013-05-17,9.9,60,M
w154-3193o,Gainesville,Carolina,2013-05-20,9.5,59,F
r371-5377z,Gainesville,Carolina,2013-05-20,9.8,58,F
i118-7601g,Gainesville,Carolina,2013-05-21,10.4,55,F
f888-4012c,Gainesville,Carolina,2013-05-23,8.5,56,F
n332-3557r,Gainesville,Carolina,2013-05-24,9.4,58,M
y845-5427c,Gainesville,Carolina,2013-05-24,9.9,57,F
r627-1866q,Gainesville,Carolina,2013-05-25,9,56,F
p246-2326x,Gainesville,Carolina,2013-05-25,9.2,56,F
x504-8239k,Gainesville,Carolina,2013-05-25,10.1,60,M
x832-8447u,Gainesville,Carolina,2013-05-28,9.4,56,M
v387-7768z,Gainesville,Carolina,2013-05-28,9.7,59,F
y968-8538z,Gainesville,Carolina,2013-06-04,9.7,59,M
s620-2942c,Gainesville,Carolina,2013-06-04,8.7,55,M
t266-6794k,Gainesville,Carolina,2013-06-07,8.7,57,F
s795-1340n,Gainesville,Carolina,2013-06-08,8.6,57,F
s416-5451n,Gainesville,Carolina,2013-06-08,8.6,53,F
m498-6006p,Gainesville,Carolina,2013-06-13,8.3,55,M
f557-8550a,Gainesville,Carolina,2013-06-13,10.2,58,M
o903-2338e,Gainesville,Carolina,2013-06-16,9.9,60,M
m523-6789o,Gainesville,Carolina,2013-06-16,9.1,55,M
w652-8435w,Gainesville,Carolina,2013-06-18,8.9,55,M
p267-1152q,Gainesville,Carolina,2013-06-25,9.2,56,M
a312-5693d,Gainesville,Carolina,2013-06-27,9.5,59,M
b623-2304j,Gainesville,Carolina,2014-05-19,10.2,59,F
o515-1866s,Gainesville,Carolina,2014-05-20,9.1,60,M
v604-3796b,Gainesville,Carolina,2014-05-21,9.3,59,F
y676-2199r,Gainesville,Carolina,2014-05-21,9.2,57,F
j430-4767a,Gainesville,Carolina,2014-05-22,9.9,55,F
h246-9165r,Gainesville,Carolina,2014-05-23,10.3,60,M
u664-7874g,Gainesville,Carolina,2014-05-26,9.3,59,M
i489-8830u,Gainesville,Carolina,2014-05-28,10.1,59,M
n774-1513r,Gainesville,Carolina,2014-06-03,10.1,58,M
p755-4979i,Gainesville,Carolina,2014-06-06,9.4,59,F
r825-3557j,Gainesville,Carolina,2014-06-07,8.9,60,F
f867-4120c,Gainesville,Carolina,2014-06-07,8.5,57,F
u774-2450a,Gainesville,Carolina,2014-06-07,9.9,57,F
r127-6407h,Gainesville,Carolina,2014-06-09,9.8,60,F
o814-4870r,Gainesville,Carolina,2014-06-09,8.4,58,F
v387-5433c,Gainesville,Carolina,2014-06-09,9.2,60,M
h945-9816q,Gainesville,Carolina,2014-06-21,9.6,59,M
m621-3719g,Gainesville,Carolina,2014-06-21,9.5,59,F
j658-7310v,Gainesville,Carolina,2014-06-23,8.3,56,M
j567-4295i,Gainesville,Carolina,2015-04-19,9.3,61,M
n478-3716t,Gainesville,Carolina,2015-04-24,8.7,58,M
z205-7140t,Gainesville,Carolina,2015-05-05,9.5,61,M
u781-6818y,Gainesville,Carolina,2015-05-05,9.4,63,M
k976-3635m,Gainesville,Carolina,2015-05-06,9.3,56,F
g339-2805a,Gainesville,Carolina,2015-05-06,10,60,M
s176-6556g,Gainesville,Carolina,2015-05-08,8.8,59,M
s536-6801a,Gainesville,Carolina,2015-05-08,8.8,55,F
y259-2243m,Gainesville,Carolina,2015-05-09,9.4,58,M
n274-9515x,Gainesville,Carolina,2015-05-10,8.7,58,M
r350-2088c,Gainesville,Carolina,2015-05-11,9.3,60,M
g679-3621o,Gainesville,Carolina,2015-05-12,9.2,57,F
u361-4210a,Gainesville,Carolina,2015-05-12,9.1,57,M
b720-9063u,Gainesville,Carolina,2015-05-12,9.4,59,M
j804-6244o,Gainesville,Carolina,2015-05-15,9.3,56,F
j913-9533e,Gainesville,Carolina,2015-05-16,9.7,59,M
j337-7760u,Gainesville,Carolina,2015-05-16,9.1,56,M
y147-2270r,Gainesville,Carolina,2015-05-16,9.6,58,F
a730-6737d,Gainesville,Carolina,2015-05-17,9.2,56,F
a875-2316s,Gainesville,Carolina,2015-05-17,9.6,57,M
x423-8011j,Gainesville,Carolina,2015-05-19,9,57,F
u280-7939h,Gainesville,Carolina,2015-05-19,9.1,60,M
j224-3955s,Gainesville,Carolina,2015-05-19,9.3,59,M
h498-5814c,Gainesville,Carolina,2015-05-19,8.8,56,F
y600-8808j,Gainesville,Carolina,2015-05-22,8.9,56,F
h286-2194a,Gainesville,Carolina,2015-05-22,10.2,61,M
m570-7823u,Gainesville,Carolina,2015-05-22,8.9,57,M
x519-7289x,Gainesville,Carolina,2015-06-07,9.4,63,M
w171-2174j,Gainesville,Carolina,2015-06-13,8.7,54,F
f436-8824l,Gainesville,Carolina,2015-06-13,10,58,M
t196-6155z,Gainesville,Carolina,2015-06-22,11.8,58,M
z559-7459e,Gainesville,Carolina,2015-07-11,8.5,58,M
g503-4220g,Gainesville,Carolina,2015-07-11,8.2,57,M
j457-2540h,Gainesville,Carolina,2015-07-11,9,56,M
o669-2640e,Gainesville,Carolina,2017-03-25,8.9,59,M
z835-9605k,Gainesville,Carolina,2017-03-27,8.8,58,M
m414-5738k,Gainesville,Carolina,2017-03-27,8.8,55,F
e490-8940w,Gainesville,Carolina,2017-03-28,9.4,59,M
z597-1244d,Gainesville,Carolina,2017-03-31,9,58,M
j355-5359s,Gainesville,Carolina,2017-03-31,9,59,M
g132-1580w,Gainesville,Carolina,2017-04-01,8.4,57,M
n727-9992g,Gainesville,Carolina,2017-04-05,8.5,60,M
d782-8533n,Gainesville,Carolina,2017-04-07,9.5,59,M
d646-9797w,Gainesville,Carolina,2017-04-10,9.4,57,M
m982-9717b,Gainesville,Carolina,2017-04-11,8.3,57,F
q630-2752z,Gainesville,Carolina,2017-04-14,9.5,58,M
b275-4087z,Gainesville,Carolina,2017-04-15,8.7,62,M
n204-6410g,Gainesville,Carolina,2017-04-16,8.4,57,F
o346-4055u,Gainesville,Carolina,2017-04-17,7.9,57,F
w890-8572p,Gainesville,Carolina,2017-04-17,8.4,59,M
g869-8439y,Gainesville,Carolina,2017-04-18,9.4,58,M
t246-5898y,Gainesville,Carolina,2017-04-18,8.1,55,F
y218-6768q,Gainesville,Carolina,2017-04-20,9.1,57,F
o442-1473r,Gainesville,Carolina,2017-04-20,9.2,59,M
q741-1905x,Gainesville,Carolina,2017-04-24,8.8,56,F
n750-6394n,Gainesville,Carolina,2017-04-24,9.4,59,M
v790-1387h,Gainesville,Carolina,2017-04-26,8.3,59,F
g366-9142n,Gainesville,Carolina,2017-04-26,9.3,59,M
x680-6151n,Gainesville,Carolina,2017-04-28,8.6,61,M
t561-3352c,Gainesville,Carolina,2017-04-28,8.8,58,M
l239-6293b,Gainesville,Carolina,2017-04-28,8.4,57,F
z173-1131i,Gainesville,Carolina,2017-04-28,8.7,57,F
z395-6874k,Gainesville,Carolina,2017-04-29,8.7,58,F
